"Date";"Time";"Temperature";"DewPoint";"Humidity";"Wind";"WindSpeed";"WindGust";"Pressure";"Precip.";"Condition"
"2018-3-27";"11:30PM";"45F";"36F";"71%";"NNE";"7mph";"0mph";"29.10in";"0.0in";"MostlyCloudy"
"2018-3-28";"12:00AM";"45F";"36F";"71%";"NNE";"10mph";"0mph";"29.10in";"0.0in";"MostlyCloudy"
"2018-3-28";"12:30AM";"45F";"36F";"71%";"NNE";"9mph";"0mph";"29.10in";"0.0in";"MostlyCloudy"
"2018-3-28";"1:00AM";"45F";"36F";"71%";"NNW";"2mph";"0mph";"29.10in";"0.0in";"MostlyCloudy"
"2018-3-28";"1:30AM";"43F";"36F";"76%";"W";"1mph";"0mph";"29.10in";"0.0in";"MostlyCloudy"
"2018-3-28";"2:00AM";"43F";"37F";"81%";"SE";"2mph";"0mph";"29.10in";"0.0in";"MostlyCloudy"
"2018-3-28";"2:30AM";"43F";"37F";"81%";"VAR";"2mph";"0mph";"29.10in";"0.0in";"MostlyCloudy"
"2018-3-28";"3:00AM";"43F";"37F";"81%";"CALM";"0mph";"0mph";"29.10in";"0.0in";"MostlyCloudy"
"2018-3-28";"3:30AM";"43F";"37F";"81%";"N";"2mph";"0mph";"29.10in";"0.0in";"MostlyCloudy"
"2018-3-28";"4:00AM";"43F";"37F";"81%";"CALM";"0mph";"0mph";"29.10in";"0.0in";"MostlyCloudy"
"2018-3-28";"4:30AM";"41F";"37F";"87%";"CALM";"0mph";"0mph";"29.08in";"0.0in";"MostlyCloudy"
"2018-3-28";"5:00AM";"41F";"37F";"87%";"CALM";"0mph";"0mph";"29.08in";"0.0in";"MostlyCloudy"
"2018-3-28";"5:30AM";"41F";"37F";"87%";"CALM";"0mph";"0mph";"29.08in";"0.0in";"MostlyCloudy"
"2018-3-28";"6:00AM";"41F";"37F";"87%";"N";"2mph";"0mph";"29.08in";"0.0in";"MostlyCloudy"
"2018-3-28";"6:30AM";"41F";"37F";"87%";"NNE";"2mph";"0mph";"29.08in";"0.0in";"MostlyCloudy"
"2018-3-28";"7:00AM";"41F";"37F";"87%";"N";"2mph";"0mph";"29.10in";"0.0in";"PartlyCloudy"
"2018-3-28";"7:30AM";"41F";"36F";"81%";"NE";"7mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-28";"8:00AM";"43F";"36F";"76%";"NE";"5mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-28";"8:30AM";"45F";"36F";"71%";"VAR";"2mph";"0mph";"29.10in";"0.0in";"PartlyCloudy"
"2018-3-28";"9:00AM";"46F";"36F";"66%";"WNW";"3mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-28";"9:30AM";"48F";"36F";"62%";"W";"2mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-28";"10:00AM";"48F";"36F";"62%";"VAR";"2mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-28";"10:30AM";"50F";"34F";"54%";"VAR";"2mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-28";"11:00AM";"52F";"34F";"50%";"VAR";"2mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-28";"11:30AM";"52F";"32F";"47%";"VAR";"3mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-28";"12:00PM";"54F";"30F";"41%";"NW";"5mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-28";"12:30PM";"54F";"30F";"41%";"NNW";"5mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-28";"1:00PM";"55F";"28F";"36%";"NW";"7mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-28";"1:30PM";"55F";"30F";"38%";"NNW";"3mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-28";"2:00PM";"55F";"28F";"36%";"N";"7mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-28";"2:30PM";"57F";"27F";"31%";"WNW";"6mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-28";"3:00PM";"57F";"27F";"31%";"NW";"5mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-28";"3:30PM";"59F";"28F";"31%";"N";"6mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-28";"4:00PM";"55F";"27F";"33%";"N";"9mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-28";"4:30PM";"55F";"27F";"33%";"N";"10mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-28";"5:00PM";"57F";"27F";"31%";"N";"10mph";"0mph";"28.99in";"0.0in";"Fair"
"2018-3-28";"5:30PM";"55F";"23F";"29%";"NNE";"13mph";"0mph";"28.99in";"0.0in";"Fair"
"2018-3-28";"6:00PM";"55F";"25F";"31%";"NNE";"12mph";"0mph";"28.99in";"0.0in";"Fair"
"2018-3-28";"6:30PM";"54F";"25F";"33%";"NNE";"8mph";"0mph";"28.99in";"0.0in";"Fair"
"2018-3-28";"7:00PM";"52F";"27F";"38%";"NNE";"8mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-28";"7:30PM";"46F";"30F";"53%";"NNE";"8mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-28";"8:00PM";"45F";"28F";"53%";"NE";"7mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-28";"8:30PM";"43F";"28F";"57%";"CALM";"0mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-28";"9:00PM";"45F";"27F";"49%";"VAR";"1mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-28";"9:30PM";"41F";"30F";"65%";"SE";"1mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-28";"10:00PM";"41F";"30F";"65%";"ESE";"2mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-28";"10:30PM";"37F";"28F";"70%";"CALM";"0mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-28";"11:00PM";"37F";"30F";"75%";"S";"1mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-28";"11:30PM";"37F";"30F";"75%";"E";"5mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"12:00AM";"36F";"28F";"75%";"E";"2mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"12:30AM";"36F";"28F";"75%";"E";"1mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"1:00AM";"36F";"28F";"75%";"NE";"3mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"1:30AM";"34F";"28F";"81%";"CALM";"0mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"2:00AM";"32F";"27F";"80%";"ESE";"3mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"2:30AM";"34F";"27F";"75%";"E";"1mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"3:00AM";"32F";"27F";"80%";"NE";"1mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"3:30AM";"32F";"27F";"80%";"ESE";"1mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"4:00AM";"32F";"27F";"80%";"E";"2mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"4:30AM";"30F";"27F";"86%";"SE";"2mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"5:00AM";"30F";"25F";"80%";"ESE";"3mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"5:30AM";"30F";"27F";"86%";"E";"2mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"6:00AM";"30F";"25F";"80%";"SSE";"1mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-29";"6:30AM";"30F";"25F";"80%";"ESE";"1mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"7:00AM";"30F";"27F";"86%";"E";"1mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-29";"7:30AM";"32F";"27F";"80%";"CALM";"0mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-29";"8:00AM";"36F";"28F";"75%";"CALM";"0mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"8:30AM";"39F";"30F";"70%";"CALM";"0mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"9:00AM";"39F";"32F";"75%";"CALM";"0mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"9:30AM";"41F";"32F";"70%";"CALM";"0mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"10:00AM";"46F";"34F";"62%";"CALM";"0mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"10:30AM";"48F";"34F";"57%";"CALM";"0mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"11:00AM";"50F";"32F";"50%";"CALM";"0mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"11:30AM";"55F";"34F";"44%";"CALM";"0mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"12:00PM";"55F";"34F";"44%";"CALM";"0mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"12:30PM";"59F";"28F";"31%";"CALM";"0mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-29";"1:00PM";"61F";"34F";"36%";"CALM";"0mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-29";"1:30PM";"61F";"34F";"36%";"CALM";"0mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-29";"2:00PM";"63F";"32F";"32%";"CALM";"0mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"2:30PM";"63F";"30F";"30%";"CALM";"0mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"3:00PM";"64F";"30F";"28%";"CALM";"0mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-29";"3:30PM";"66F";"32F";"28%";"CALM";"0mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-29";"4:00PM";"66F";"32F";"28%";"CALM";"0mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-29";"4:30PM";"66F";"32F";"28%";"CALM";"0mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-29";"5:00PM";"64F";"32F";"30%";"CALM";"0mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-29";"5:30PM";"64F";"34F";"32%";"CALM";"0mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-29";"6:00PM";"63F";"36F";"37%";"SE";"2mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-29";"6:30PM";"61F";"36F";"39%";"SSE";"3mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-29";"7:00PM";"59F";"34F";"39%";"CALM";"0mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-29";"7:30PM";"61F";"36F";"39%";"CALM";"0mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"8:00PM";"52F";"37F";"58%";"E";"2mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-29";"8:30PM";"50F";"37F";"62%";"NE";"5mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-29";"9:00PM";"48F";"37F";"66%";"NE";"5mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-29";"9:30PM";"46F";"37F";"71%";"NE";"3mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"10:00PM";"45F";"37F";"76%";"ENE";"2mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"10:30PM";"45F";"36F";"71%";"ESE";"2mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"11:00PM";"43F";"36F";"76%";"ENE";"2mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-29";"11:30PM";"43F";"36F";"76%";"NE";"7mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-30";"12:00AM";"43F";"36F";"76%";"ENE";"3mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-30";"12:30AM";"43F";"34F";"70%";"E";"2mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-30";"1:00AM";"43F";"34F";"70%";"E";"2mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-30";"1:30AM";"39F";"34F";"81%";"NE";"3mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"2:00AM";"41F";"36F";"81%";"ENE";"3mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"2:30AM";"39F";"34F";"81%";"VAR";"2mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"3:00AM";"39F";"34F";"81%";"VAR";"2mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"3:30AM";"37F";"34F";"87%";"CALM";"0mph";"0mph";"29.19in";"0.0in";"Fair"
"2018-3-30";"4:00AM";"36F";"32F";"87%";"CALM";"0mph";"0mph";"29.19in";"0.0in";"Fair"
"2018-3-30";"4:30AM";"36F";"34F";"93%";"CALM";"0mph";"0mph";"29.19in";"0.0in";"Fair"
"2018-3-30";"5:00AM";"37F";"32F";"81%";"CALM";"0mph";"0mph";"29.19in";"0.0in";"Fair"
"2018-3-30";"5:30AM";"37F";"32F";"81%";"CALM";"0mph";"0mph";"29.19in";"0.0in";"Fair"
"2018-3-30";"6:00AM";"36F";"32F";"87%";"CALM";"0mph";"0mph";"29.22in";"0.0in";"Fair"
"2018-3-30";"6:30AM";"34F";"32F";"93%";"CALM";"0mph";"0mph";"29.22in";"0.0in";"Fair"
"2018-3-30";"7:00AM";"36F";"32F";"87%";"NE";"2mph";"0mph";"29.22in";"0.0in";"Fair"
"2018-3-30";"7:30AM";"37F";"34F";"87%";"ESE";"2mph";"0mph";"29.25in";"0.0in";"Fair"
"2018-3-30";"8:00AM";"41F";"37F";"87%";"CALM";"0mph";"0mph";"29.25in";"0.0in";"Fair"
"2018-3-30";"8:30AM";"43F";"37F";"81%";"N";"1mph";"0mph";"29.25in";"0.0in";"Fair"
"2018-3-30";"9:00AM";"46F";"37F";"71%";"CALM";"0mph";"0mph";"29.25in";"0.0in";"Fair"
"2018-3-30";"9:30AM";"48F";"39F";"71%";"VAR";"1mph";"0mph";"29.25in";"0.0in";"Fair"
"2018-3-30";"10:00AM";"52F";"41F";"67%";"VAR";"1mph";"0mph";"29.25in";"0.0in";"Fair"
"2018-3-30";"10:30AM";"54F";"43F";"67%";"VAR";"1mph";"0mph";"29.25in";"0.0in";"Fair"
"2018-3-30";"11:00AM";"55F";"43F";"63%";"ENE";"1mph";"0mph";"29.25in";"0.0in";"Fair"
"2018-3-30";"11:30AM";"59F";"43F";"55%";"VAR";"1mph";"0mph";"29.22in";"0.0in";"Fair"
"2018-3-30";"12:00PM";"59F";"43F";"55%";"VAR";"2mph";"0mph";"29.22in";"0.0in";"Fair"
"2018-3-30";"12:30PM";"61F";"41F";"48%";"VAR";"2mph";"0mph";"29.22in";"0.0in";"Fair"
"2018-3-30";"1:00PM";"63F";"41F";"45%";"VAR";"2mph";"0mph";"29.19in";"0.0in";"Fair"
"2018-3-30";"1:30PM";"64F";"43F";"45%";"CALM";"0mph";"0mph";"29.19in";"0.0in";"Fair"
"2018-3-30";"2:00PM";"64F";"39F";"40%";"NNE";"2mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"2:30PM";"66F";"39F";"37%";"VAR";"1mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"3:00PM";"64F";"39F";"40%";"SSE";"5mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"3:30PM";"66F";"41F";"40%";"SSE";"5mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"4:00PM";"66F";"45F";"46%";"SE";"3mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-30";"4:30PM";"66F";"43F";"43%";"SE";"2mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-30";"5:00PM";"66F";"45F";"46%";"SSE";"5mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-30";"5:30PM";"66F";"39F";"37%";"SSE";"7mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-30";"6:00PM";"64F";"43F";"45%";"SE";"7mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-30";"6:30PM";"63F";"41F";"45%";"SSE";"9mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-30";"7:00PM";"61F";"43F";"52%";"SE";"10mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-30";"7:30PM";"59F";"45F";"59%";"SE";"8mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-30";"8:00PM";"61F";"43F";"52%";"E";"5mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"8:30PM";"59F";"43F";"55%";"SE";"9mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"9:00PM";"57F";"43F";"59%";"SE";"7mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"9:30PM";"57F";"43F";"59%";"SE";"10mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"10:00PM";"55F";"41F";"58%";"SE";"9mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"10:30PM";"55F";"41F";"58%";"SE";"9mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"11:00PM";"55F";"41F";"58%";"SE";"9mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-30";"11:30PM";"55F";"41F";"58%";"SE";"9mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-31";"12:00AM";"52F";"43F";"71%";"SE";"6mph";"0mph";"29.19in";"0.0in";"Fair"
"2018-3-31";"12:30AM";"52F";"43F";"71%";"SE";"6mph";"0mph";"29.19in";"0.0in";"Fair"
"2018-3-31";"1:00AM";"52F";"43F";"71%";"SE";"6mph";"0mph";"29.19in";"0.0in";"Fair"
"2018-3-31";"2:00AM";"52F";"43F";"71%";"SE";"5mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-31";"2:30AM";"52F";"43F";"71%";"SE";"5mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-31";"3:00AM";"50F";"41F";"71%";"SE";"5mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-31";"3:30AM";"52F";"43F";"71%";"CALM";"0mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-31";"4:00AM";"50F";"41F";"71%";"CALM";"0mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-31";"4:30AM";"52F";"43F";"71%";"CALM";"0mph";"0mph";"29.16in";"0.0in";"Fair"
"2018-3-31";"5:00AM";"46F";"41F";"81%";"NNW";"5mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-31";"5:30AM";"46F";"41F";"81%";"NNW";"5mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-31";"6:00AM";"46F";"41F";"81%";"CALM";"0mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-31";"6:30AM";"46F";"41F";"81%";"CALM";"0mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-31";"7:00AM";"46F";"43F";"87%";"WSW";"3mph";"0mph";"29.13in";"0.0in";"PartlyCloudy"
"2018-3-31";"7:30AM";"48F";"43F";"82%";"NNE";"2mph";"0mph";"29.13in";"0.0in";"PartlyCloudy"
"2018-3-31";"8:00AM";"50F";"45F";"82%";"N";"3mph";"0mph";"29.13in";"0.0in";"Fair"
"2018-3-31";"8:30AM";"55F";"46F";"72%";"E";"5mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-31";"9:00AM";"55F";"46F";"72%";"ESE";"3mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-31";"9:30AM";"57F";"46F";"67%";"SE";"9mph";"0mph";"29.10in";"0.0in";"PartlyCloudy"
"2018-3-31";"10:00AM";"59F";"46F";"63%";"SE";"2mph";"0mph";"29.10in";"0.0in";"Fair"
"2018-3-31";"10:30AM";"61F";"48F";"63%";"SE";"6mph";"0mph";"29.08in";"0.0in";"Fair"
"2018-3-31";"11:00AM";"63F";"46F";"55%";"SE";"14mph";"26mph";"29.08in";"0.0in";"Fair"
"2018-3-31";"11:30AM";"64F";"48F";"56%";"SE";"13mph";"0mph";"29.05in";"0.0in";"Fair"
"2018-3-31";"12:00PM";"66F";"48F";"52%";"SE";"8mph";"20mph";"29.05in";"0.0in";"Fair"
"2018-3-31";"12:30PM";"66F";"48F";"52%";"SE";"17mph";"0mph";"29.02in";"0.0in";"Fair"
"2018-3-31";"1:00PM";"68F";"48F";"49%";"ESE";"22mph";"0mph";"28.99in";"0.0in";"Fair/Windy"
"2018-3-31";"1:30PM";"66F";"46F";"49%";"ESE";"23mph";"0mph";"28.99in";"0.0in";"Fair/Windy"
"2018-3-31";"2:00PM";"70F";"46F";"43%";"ESE";"21mph";"0mph";"28.96in";"0.0in";"PartlyCloudy/Windy"
"2018-3-31";"2:30PM";"72F";"46F";"41%";"SE";"23mph";"0mph";"28.93in";"0.0in";"PartlyCloudy/Windy"
"2018-3-31";"3:00PM";"72F";"46F";"41%";"SE";"21mph";"32mph";"28.90in";"0.0in";"PartlyCloudy/Windy"
"2018-3-31";"3:30PM";"72F";"46F";"41%";"SE";"23mph";"0mph";"28.90in";"0.0in";"PartlyCloudy/Windy"
"2018-3-31";"4:00PM";"72F";"46F";"41%";"SE";"22mph";"0mph";"28.90in";"0.0in";"Fair/Windy"
"2018-3-31";"4:30PM";"70F";"46F";"43%";"SE";"25mph";"0mph";"28.87in";"0.0in";"Fair/Windy"
"2018-3-31";"5:00PM";"68F";"46F";"46%";"SE";"17mph";"0mph";"28.87in";"0.0in";"Fair"
"2018-3-31";"5:30PM";"66F";"45F";"46%";"SE";"21mph";"0mph";"28.87in";"0.0in";"Fair/Windy"
"2018-3-31";"6:00PM";"64F";"46F";"52%";"SE";"18mph";"0mph";"28.87in";"0.0in";"PartlyCloudy"
"2018-3-31";"6:30PM";"63F";"46F";"55%";"SE";"13mph";"0mph";"28.87in";"0.0in";"PartlyCloudy"
"2018-3-31";"7:00PM";"61F";"46F";"59%";"SSE";"5mph";"0mph";"28.87in";"0.0in";"PartlyCloudy"
"2018-3-31";"7:30PM";"61F";"46F";"59%";"SE";"14mph";"26mph";"28.85in";"0.0in";"Fair"
"2018-3-31";"8:00PM";"61F";"46F";"59%";"SE";"16mph";"0mph";"28.85in";"0.0in";"Fair"
"2018-3-31";"8:30PM";"59F";"48F";"67%";"ESE";"6mph";"0mph";"28.85in";"0.0in";"Fair"
"2018-3-31";"9:00PM";"59F";"48F";"67%";"SE";"17mph";"32mph";"28.85in";"0.0in";"Fair"
"2018-3-31";"9:30PM";"59F";"48F";"67%";"SSE";"17mph";"29mph";"28.85in";"0.0in";"Fair"
"2018-3-31";"10:00PM";"59F";"48F";"67%";"SE";"16mph";"0mph";"28.82in";"0.0in";"Fair"
"2018-3-31";"10:30PM";"59F";"48F";"67%";"SE";"23mph";"36mph";"28.79in";"0.0in";"Fair/Windy"
"2018-3-31";"11:00PM";"57F";"46F";"67%";"SE";"16mph";"0mph";"28.82in";"0.0in";"Fair"
"2018-3-31";"11:30PM";"59F";"46F";"63%";"SE";"24mph";"0mph";"28.79in";"0.0in";"Fair/Windy"
"2018-4-1";"12:00AM";"59F";"46F";"63%";"SE";"18mph";"0mph";"28.79in";"0.0in";"Fair"
"2018-4-1";"12:30AM";"57F";"46F";"67%";"ESE";"17mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"1:00AM";"57F";"46F";"67%";"ESE";"14mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"1:30AM";"55F";"46F";"72%";"ESE";"16mph";"28mph";"28.73in";"0.0in";"Fair"
"2018-4-1";"2:00AM";"55F";"48F";"77%";"ESE";"14mph";"29mph";"28.73in";"0.0in";"Fair"
"2018-4-1";"2:30AM";"55F";"48F";"77%";"SSE";"6mph";"0mph";"28.76in";"0.0in";"LightRain"
"2018-4-1";"3:00AM";"54F";"48F";"82%";"W";"3mph";"0mph";"28.79in";"0.0in";"Rain"
"2018-4-1";"3:30AM";"52F";"50F";"94%";"ESE";"6mph";"0mph";"28.76in";"0.0in";"LightRain"
"2018-4-1";"4:00AM";"52F";"48F";"88%";"WNW";"7mph";"0mph";"28.76in";"0.0in";"Cloudy"
"2018-4-1";"4:30AM";"52F";"48F";"88%";"VAR";"3mph";"0mph";"28.76in";"0.0in";"LightRain"
"2018-4-1";"5:00AM";"52F";"43F";"71%";"VAR";"3mph";"0mph";"28.76in";"0.0in";"MostlyCloudy"
"2018-4-1";"5:30AM";"50F";"41F";"71%";"ESE";"2mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"6:00AM";"48F";"41F";"76%";"NE";"7mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"6:30AM";"52F";"36F";"54%";"NNE";"7mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"7:00AM";"52F";"34F";"50%";"N";"7mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"7:30AM";"52F";"36F";"54%";"ESE";"3mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"8:00AM";"54F";"37F";"54%";"NW";"8mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"8:30AM";"57F";"37F";"48%";"WNW";"9mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"9:00AM";"59F";"37F";"45%";"W";"9mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"9:30AM";"61F";"34F";"36%";"WSW";"10mph";"23mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"10:00AM";"63F";"34F";"34%";"W";"12mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"10:30AM";"63F";"36F";"37%";"W";"18mph";"0mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"11:00AM";"61F";"36F";"39%";"W";"18mph";"36mph";"28.76in";"0.0in";"Fair"
"2018-4-1";"11:30AM";"61F";"36F";"39%";"W";"21mph";"0mph";"28.79in";"0.0in";"Fair/Windy"
"2018-4-1";"12:00PM";"63F";"34F";"34%";"W";"18mph";"0mph";"28.79in";"0.0in";"Fair"
"2018-4-1";"12:30PM";"63F";"34F";"34%";"SW";"12mph";"25mph";"28.79in";"0.0in";"PartlyCloudy"
"2018-4-1";"1:00PM";"61F";"36F";"39%";"W";"14mph";"0mph";"28.79in";"0.0in";"PartlyCloudy"
"2018-4-1";"1:30PM";"63F";"37F";"39%";"WNW";"10mph";"0mph";"28.79in";"0.0in";"PartlyCloudy"
"2018-4-1";"2:00PM";"63F";"36F";"37%";"WNW";"10mph";"0mph";"28.79in";"0.0in";"PartlyCloudy"
"2018-4-1";"2:30PM";"63F";"34F";"34%";"WSW";"15mph";"29mph";"28.79in";"0.0in";"PartlyCloudy"
"2018-4-1";"3:00PM";"63F";"34F";"34%";"WSW";"14mph";"0mph";"28.79in";"0.0in";"PartlyCloudy"
"2018-4-1";"3:30PM";"64F";"34F";"32%";"SW";"15mph";"0mph";"28.79in";"0.0in";"PartlyCloudy"
"2018-4-1";"4:00PM";"61F";"32F";"34%";"W";"12mph";"0mph";"28.82in";"0.0in";"PartlyCloudy"
"2018-4-1";"4:30PM";"61F";"34F";"36%";"W";"10mph";"0mph";"28.82in";"0.0in";"MostlyCloudy"
"2018-4-1";"5:00PM";"59F";"34F";"39%";"WSW";"15mph";"0mph";"28.82in";"0.0in";"MostlyCloudy"
"2018-4-1";"5:30PM";"57F";"34F";"41%";"W";"12mph";"0mph";"28.85in";"0.0in";"MostlyCloudy"
"2018-4-1";"6:00PM";"57F";"34F";"41%";"W";"7mph";"0mph";"28.85in";"0.0in";"MostlyCloudy"
"2018-4-1";"6:30PM";"55F";"34F";"44%";"W";"9mph";"0mph";"28.85in";"0.0in";"MostlyCloudy"
