"Date";"Time";"Temperature";"DewPoint";"Humidity";"Wind";"WindSpeed";"WindGust";"Pressure";"Precip.";"Condition"
"2017-1-1";"11:30PM";"19F";"12F";"74%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-1";"12:00AM";"19F";"12F";"74%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-1";"12:30AM";"18F";"12F";"79%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"1:00AM";"16F";"12F";"86%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"1:30AM";"19F";"12F";"74%";"ENE";"2mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"2:00AM";"16F";"10F";"79%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"2:30AM";"16F";"10F";"79%";"E";"2mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"3:00AM";"16F";"10F";"79%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"3:30AM";"18F";"12F";"79%";"E";"2mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"4:00AM";"16F";"10F";"79%";"E";"2mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"4:30AM";"16F";"10F";"79%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"5:00AM";"14F";"10F";"86%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"5:30AM";"14F";"10F";"86%";"E";"2mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"6:00AM";"14F";"10F";"86%";"CALM";"0mph";"0mph";"29.36in";"0.0in";"Fair"
"2017-1-2";"6:30AM";"14F";"10F";"86%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"7:00AM";"12F";"9F";"85%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"7:30AM";"12F";"9F";"85%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"8:00AM";"14F";"10F";"86%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"8:30AM";"12F";"9F";"85%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"9:00AM";"14F";"10F";"86%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"9:30AM";"19F";"14F";"80%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"10:00AM";"23F";"16F";"74%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"10:30AM";"23F";"16F";"74%";"CALM";"0mph";"0mph";"29.39in";"0.0in";"Fair"
"2017-1-2";"11:00AM";"25F";"18F";"74%";"CALM";"0mph";"0mph";"29.36in";"0.0in";"Fair"
"2017-1-2";"11:30AM";"27F";"18F";"69%";"CALM";"0mph";"0mph";"29.36in";"0.0in";"Fair"
"2017-1-2";"12:00PM";"28F";"18F";"64%";"ENE";"1mph";"0mph";"29.33in";"0.0in";"Fair"
"2017-1-2";"12:30PM";"32F";"19F";"60%";"CALM";"0mph";"0mph";"29.33in";"0.0in";"Fair"
"2017-1-2";"1:00PM";"34F";"19F";"56%";"VAR";"1mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-2";"1:30PM";"36F";"19F";"52%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-2";"2:00PM";"36F";"19F";"52%";"VAR";"1mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"2:30PM";"39F";"18F";"42%";"VAR";"1mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"3:00PM";"39F";"18F";"42%";"CALM";"0mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"3:30PM";"39F";"18F";"42%";"W";"1mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"4:00PM";"39F";"19F";"45%";"NW";"1mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"4:30PM";"39F";"19F";"45%";"N";"1mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"5:00PM";"36F";"19F";"52%";"CALM";"0mph";"0mph";"29.25in";"0.0in";"Fair"
"2017-1-2";"5:30PM";"28F";"18F";"64%";"ESE";"5mph";"0mph";"29.25in";"0.0in";"Fair"
"2017-1-2";"6:00PM";"27F";"18F";"69%";"ESE";"3mph";"0mph";"29.25in";"0.0in";"Fair"
"2017-1-2";"6:30PM";"25F";"16F";"69%";"ESE";"2mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"7:00PM";"25F";"16F";"69%";"CALM";"0mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"7:30PM";"25F";"16F";"69%";"NE";"2mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"8:00PM";"23F";"14F";"68%";"CALM";"0mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"8:30PM";"21F";"14F";"74%";"CALM";"0mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"9:00PM";"21F";"14F";"74%";"E";"2mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"9:30PM";"19F";"14F";"80%";"CALM";"0mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"10:00PM";"21F";"16F";"80%";"CALM";"0mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-2";"10:30PM";"19F";"14F";"80%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-2";"11:00PM";"19F";"14F";"80%";"ENE";"2mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-2";"11:30PM";"18F";"14F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-2";"12:00AM";"18F";"14F";"86%";"ENE";"2mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-2";"12:30AM";"18F";"14F";"86%";"ENE";"2mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"1:00AM";"18F";"14F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"1:30AM";"16F";"12F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"2:00AM";"16F";"12F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"2:30AM";"16F";"12F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"3:00AM";"16F";"12F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"3:30AM";"16F";"12F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"4:00AM";"16F";"12F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"4:30AM";"16F";"12F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"5:00AM";"16F";"12F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"5:30AM";"16F";"12F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"6:00AM";"19F";"16F";"86%";"CALM";"0mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-3";"7:00AM";"18F";"14F";"86%";"CALM";"0mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-3";"7:30AM";"16F";"12F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"8:00AM";"14F";"10F";"86%";"NW";"2mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"8:30AM";"14F";"10F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Mist"
"2017-1-3";"9:00AM";"18F";"14F";"86%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Mist"
"2017-1-3";"9:30AM";"19F";"16F";"86%";"N";"2mph";"0mph";"29.31in";"0.0in";"Mist"
"2017-1-3";"10:00AM";"25F";"19F";"80%";"CALM";"0mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"10:30AM";"25F";"19F";"80%";"NW";"1mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"11:00AM";"27F";"19F";"74%";"N";"2mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"11:30AM";"30F";"21F";"69%";"N";"2mph";"0mph";"29.31in";"0.0in";"Fair"
"2017-1-3";"12:00PM";"32F";"21F";"64%";"VAR";"2mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-3";"12:30PM";"36F";"23F";"60%";"S";"1mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-3";"1:00PM";"36F";"23F";"60%";"W";"2mph";"0mph";"29.28in";"0.0in";"Fair"
"2017-1-3";"1:30PM";"36F";"23F";"60%";"WNW";"2mph";"0mph";"29.28in";"0.0in";"PartlyCloudy"
"2017-1-3";"2:00PM";"36F";"23F";"60%";"W";"2mph";"0mph";"29.25in";"0.0in";"MostlyCloudy"
"2017-1-3";"2:30PM";"37F";"23F";"56%";"NW";"3mph";"0mph";"29.25in";"0.0in";"MostlyCloudy"
"2017-1-3";"3:00PM";"36F";"23F";"60%";"NW";"3mph";"0mph";"29.25in";"0.0in";"MostlyCloudy"
"2017-1-3";"3:30PM";"37F";"23F";"56%";"CALM";"0mph";"0mph";"29.25in";"0.0in";"Fair"
"2017-1-3";"4:00PM";"37F";"23F";"56%";"CALM";"0mph";"0mph";"29.25in";"0.0in";"Fair"
"2017-1-3";"4:30PM";"36F";"23F";"60%";"N";"2mph";"0mph";"29.25in";"0.0in";"Fair"
"2017-1-3";"5:00PM";"37F";"27F";"65%";"N";"7mph";"0mph";"29.25in";"0.0in";"Fair"
"2017-1-3";"5:30PM";"37F";"27F";"65%";"NNE";"17mph";"0mph";"29.25in";"0.0in";"Fair"
"2017-1-3";"6:00PM";"36F";"27F";"70%";"NNE";"15mph";"0mph";"29.25in";"0.0in";"Fair"
"2017-1-3";"6:30PM";"36F";"27F";"70%";"NNE";"14mph";"0mph";"29.28in";"0.0in";"PartlyCloudy"
"2017-1-3";"7:00PM";"37F";"27F";"65%";"NNW";"7mph";"0mph";"29.28in";"0.0in";"MostlyCloudy"
"2017-1-3";"7:30PM";"36F";"27F";"70%";"WNW";"5mph";"0mph";"29.31in";"0.0in";"Cloudy"
"2017-1-3";"8:00PM";"34F";"25F";"70%";"VAR";"1mph";"0mph";"29.28in";"0.0in";"Cloudy"
"2017-1-3";"8:30PM";"34F";"25F";"70%";"SSE";"2mph";"0mph";"29.31in";"0.0in";"Cloudy"
"2017-1-3";"9:00PM";"36F";"27F";"70%";"NNE";"8mph";"0mph";"29.31in";"0.0in";"Cloudy"
"2017-1-3";"9:30PM";"36F";"27F";"70%";"NE";"9mph";"0mph";"29.31in";"0.0in";"Cloudy"
"2017-1-3";"10:00PM";"36F";"27F";"70%";"NNE";"7mph";"0mph";"29.31in";"0.0in";"Cloudy"
"2017-1-3";"10:30PM";"36F";"27F";"70%";"NNE";"3mph";"0mph";"29.31in";"0.0in";"Cloudy"
"2017-1-3";"11:00PM";"34F";"27F";"75%";"NNE";"3mph";"0mph";"29.31in";"0.0in";"MostlyCloudy"
"2017-1-3";"11:30PM";"34F";"27F";"75%";"NNE";"5mph";"0mph";"29.31in";"0.0in";"MostlyCloudy"
"2017-1-3";"12:00AM";"34F";"27F";"75%";"N";"5mph";"0mph";"29.31in";"0.0in";"Cloudy"
"2017-1-3";"12:30AM";"32F";"27F";"80%";"NE";"6mph";"0mph";"29.31in";"0.0in";"Cloudy"
"2017-1-4";"1:00AM";"32F";"27F";"80%";"NE";"7mph";"0mph";"29.31in";"0.0in";"Cloudy"
"2017-1-4";"2:00AM";"34F";"27F";"75%";"NNE";"5mph";"0mph";"29.28in";"0.0in";"Cloudy"
"2017-1-4";"2:30AM";"34F";"27F";"75%";"VAR";"1mph";"0mph";"29.28in";"0.0in";"Cloudy"
"2017-1-4";"3:30AM";"30F";"27F";"86%";"VAR";"1mph";"0mph";"29.28in";"0.0in";"LightFreezingDrizzle"
"2017-1-4";"4:00AM";"30F";"27F";"86%";"NNE";"1mph";"0mph";"29.28in";"0.0in";"Cloudy"
"2017-1-4";"4:30AM";"30F";"28F";"93%";"CALM";"0mph";"0mph";"29.25in";"0.0in";"MostlyCloudy"
"2017-1-4";"5:00AM";"30F";"27F";"86%";"SE";"1mph";"0mph";"29.25in";"0.0in";"Cloudy"
"2017-1-4";"5:30AM";"30F";"27F";"86%";"SSE";"1mph";"0mph";"29.25in";"0.0in";"MostlyCloudy"
"2017-1-4";"6:00AM";"30F";"27F";"86%";"SSE";"2mph";"0mph";"29.22in";"0.0in";"MostlyCloudy"
"2017-1-4";"6:30AM";"30F";"27F";"86%";"CALM";"0mph";"0mph";"29.22in";"0.0in";"MostlyCloudy"
"2017-1-4";"7:00AM";"28F";"27F";"93%";"S";"2mph";"0mph";"29.22in";"0.0in";"MostlyCloudy"
"2017-1-4";"7:30AM";"28F";"25F";"86%";"CALM";"0mph";"0mph";"29.22in";"0.0in";"PartlyCloudy"
"2017-1-4";"8:00AM";"28F";"25F";"86%";"NE";"1mph";"0mph";"29.22in";"0.0in";"MostlyCloudy"
"2017-1-4";"8:30AM";"28F";"25F";"86%";"ENE";"2mph";"0mph";"29.19in";"0.0in";"MostlyCloudy"
"2017-1-4";"9:00AM";"28F";"25F";"86%";"CALM";"0mph";"0mph";"29.19in";"0.0in";"PartlyCloudy"
"2017-1-4";"9:30AM";"28F";"27F";"93%";"CALM";"0mph";"0mph";"29.19in";"0.0in";"PartlyCloudy"
"2017-1-4";"10:00AM";"30F";"28F";"93%";"CALM";"0mph";"0mph";"29.16in";"0.0in";"PartlyCloudy"
"2017-1-4";"10:30AM";"32F";"28F";"87%";"CALM";"0mph";"0mph";"29.16in";"0.0in";"Fair"
"2017-1-4";"11:00AM";"36F";"27F";"70%";"WSW";"2mph";"0mph";"29.16in";"0.0in";"Fair"
"2017-1-4";"11:30AM";"36F";"28F";"75%";"CALM";"0mph";"0mph";"29.16in";"0.0in";"PartlyCloudy"
"2017-1-4";"12:00PM";"36F";"28F";"75%";"CALM";"0mph";"0mph";"29.13in";"0.0in";"PartlyCloudy"
"2017-1-4";"12:30PM";"36F";"27F";"70%";"CALM";"0mph";"0mph";"29.13in";"0.0in";"Fair"
"2017-1-4";"1:00PM";"39F";"28F";"65%";"SE";"2mph";"0mph";"29.10in";"0.0in";"Fair"
"2017-1-4";"1:30PM";"39F";"28F";"65%";"SSW";"2mph";"0mph";"29.08in";"0.0in";"Fair"
"2017-1-4";"2:00PM";"41F";"28F";"61%";"SE";"2mph";"0mph";"29.08in";"0.0in";"Fair"
"2017-1-4";"2:30PM";"41F";"28F";"61%";"SSW";"2mph";"0mph";"29.05in";"0.0in";"Fair"
"2017-1-4";"3:00PM";"43F";"28F";"57%";"SW";"2mph";"0mph";"29.05in";"0.0in";"Fair"
"2017-1-4";"3:30PM";"43F";"28F";"57%";"VAR";"2mph";"0mph";"29.02in";"0.0in";"Fair"
"2017-1-4";"4:00PM";"43F";"28F";"57%";"WNW";"2mph";"0mph";"29.02in";"0.0in";"Fair"
"2017-1-4";"4:30PM";"41F";"28F";"61%";"WNW";"2mph";"0mph";"29.02in";"0.0in";"Fair"
"2017-1-4";"5:00PM";"39F";"28F";"65%";"W";"3mph";"0mph";"29.02in";"0.0in";"Fair"
"2017-1-4";"5:30PM";"36F";"27F";"70%";"CALM";"0mph";"0mph";"29.02in";"0.0in";"Fair"
"2017-1-4";"6:00PM";"30F";"25F";"80%";"CALM";"0mph";"0mph";"29.02in";"0.0in";"Fair"
"2017-1-4";"7:00PM";"30F";"25F";"80%";"E";"2mph";"0mph";"28.99in";"0.0in";"PartlyCloudy"
"2017-1-4";"7:30PM";"28F";"23F";"80%";"NE";"2mph";"0mph";"28.99in";"0.0in";"Fair"
"2017-1-4";"8:00PM";"28F";"23F";"80%";"ENE";"2mph";"0mph";"28.99in";"0.0in";"Fair"
"2017-1-4";"8:30PM";"27F";"23F";"86%";"CALM";"0mph";"0mph";"28.99in";"0.0in";"Fair"
"2017-1-4";"9:00PM";"27F";"23F";"86%";"VAR";"1mph";"0mph";"28.96in";"0.0in";"PartlyCloudy"
"2017-1-4";"9:30PM";"27F";"23F";"86%";"NE";"3mph";"0mph";"28.96in";"0.0in";"Fair"
"2017-1-4";"10:00PM";"25F";"21F";"86%";"NNE";"3mph";"0mph";"28.96in";"0.0in";"Fair"
"2017-1-4";"10:30PM";"25F";"21F";"86%";"NE";"2mph";"0mph";"28.96in";"0.0in";"Fair"
"2017-1-4";"11:00PM";"23F";"19F";"86%";"ESE";"1mph";"0mph";"28.96in";"0.0in";"Fair"
"2017-1-4";"11:30PM";"21F";"19F";"93%";"ENE";"2mph";"0mph";"28.96in";"0.0in";"Fair"
"2017-1-4";"12:00AM";"21F";"19F";"93%";"E";"1mph";"0mph";"28.93in";"0.0in";"Fair"
"2017-1-4";"12:30AM";"21F";"19F";"93%";"NNE";"2mph";"0mph";"28.93in";"0.0in";"Fair"
"2017-1-5";"1:00AM";"21F";"19F";"93%";"NNE";"1mph";"0mph";"28.93in";"0.0in";"Fair"
"2017-1-5";"1:30AM";"21F";"18F";"86%";"ESE";"2mph";"0mph";"28.93in";"0.0in";"Fair"
"2017-1-5";"2:00AM";"21F";"18F";"86%";"CALM";"0mph";"0mph";"28.93in";"0.0in";"Fair"
"2017-1-5";"2:30AM";"19F";"18F";"93%";"E";"1mph";"0mph";"28.93in";"0.0in";"Fair"
"2017-1-5";"3:00AM";"21F";"18F";"86%";"NE";"3mph";"0mph";"28.93in";"0.0in";"Fair"
"2017-1-5";"3:30AM";"19F";"16F";"86%";"CALM";"0mph";"0mph";"28.93in";"0.0in";"Mist"
"2017-1-5";"4:00AM";"19F";"18F";"93%";"E";"2mph";"0mph";"28.93in";"0.0in";"MostlyCloudy"
"2017-1-5";"4:30AM";"21F";"19F";"93%";"VAR";"1mph";"0mph";"28.93in";"0.0in";"MostlyCloudy"
"2017-1-5";"5:00AM";"21F";"18F";"86%";"W";"2mph";"0mph";"28.93in";"0.0in";"Cloudy"
"2017-1-5";"5:30AM";"23F";"21F";"93%";"S";"1mph";"0mph";"28.93in";"0.0in";"Cloudy"
"2017-1-5";"6:00AM";"23F";"21F";"93%";"CALM";"0mph";"0mph";"28.93in";"0.0in";"Cloudy"
"2017-1-5";"6:30AM";"25F";"23F";"93%";"CALM";"0mph";"0mph";"28.93in";"0.0in";"LightSnow"
"2017-1-5";"7:00AM";"25F";"23F";"93%";"CALM";"0mph";"0mph";"28.93in";"0.0in";"LightSnow"
"2017-1-5";"7:30AM";"25F";"23F";"93%";"CALM";"0mph";"0mph";"28.90in";"0.0in";"LightSnow"
"2017-1-5";"8:00AM";"25F";"23F";"93%";"VAR";"2mph";"0mph";"28.90in";"0.0in";"LightSnow"
"2017-1-5";"8:30AM";"25F";"23F";"93%";"CALM";"0mph";"0mph";"28.90in";"0.0in";"LightSnow"
"2017-1-5";"9:00AM";"27F";"25F";"93%";"S";"1mph";"0mph";"28.90in";"0.0in";"LightSnow"
"2017-1-5";"9:30AM";"27F";"25F";"93%";"CALM";"0mph";"0mph";"28.90in";"0.0in";"LightSnow"
"2017-1-5";"10:00AM";"28F";"27F";"93%";"CALM";"0mph";"0mph";"28.90in";"0.0in";"LightSnow"
"2017-1-5";"10:30AM";"28F";"27F";"93%";"CALM";"0mph";"0mph";"28.90in";"0.0in";"LightSnow"
"2017-1-5";"11:00AM";"28F";"28F";"100%";"CALM";"0mph";"0mph";"28.87in";"0.0in";"LightSnow"
"2017-1-5";"11:30AM";"30F";"28F";"93%";"CALM";"0mph";"0mph";"28.87in";"0.0in";"LightSnow"
"2017-1-5";"12:00PM";"30F";"28F";"93%";"SW";"1mph";"0mph";"28.87in";"0.0in";"LightSnow"
"2017-1-5";"12:30PM";"30F";"28F";"93%";"WNW";"1mph";"0mph";"28.87in";"0.0in";"Snow"
"2017-1-5";"1:00PM";"30F";"28F";"93%";"N";"1mph";"0mph";"28.87in";"0.0in";"Snow"
"2017-1-5";"1:30PM";"30F";"28F";"93%";"NNE";"2mph";"0mph";"28.87in";"0.0in";"LightSnow"
"2017-1-5";"2:00PM";"32F";"30F";"93%";"CALM";"0mph";"0mph";"28.87in";"0.0in";"LightSnow"
"2017-1-5";"2:30PM";"32F";"32F";"100%";"CALM";"0mph";"0mph";"28.85in";"0.0in";"LightSnow"
"2017-1-5";"3:00PM";"32F";"32F";"100%";"W";"2mph";"0mph";"28.85in";"0.0in";"LightSnow"
"2017-1-5";"3:30PM";"32F";"32F";"100%";"W";"2mph";"0mph";"28.85in";"0.0in";"LightSnow"
"2017-1-5";"4:00PM";"34F";"30F";"87%";"CALM";"0mph";"0mph";"28.85in";"0.0in";"LightSnow"
"2017-1-5";"4:30PM";"32F";"32F";"100%";"CALM";"0mph";"0mph";"28.87in";"0.0in";"LightSnow"
"2017-1-5";"5:00PM";"32F";"30F";"93%";"W";"5mph";"0mph";"28.87in";"0.0in";"LightSnow"
"2017-1-5";"5:30PM";"32F";"30F";"93%";"W";"5mph";"0mph";"28.87in";"0.0in";"LightSnow"
"2017-1-5";"6:00PM";"32F";"30F";"93%";"WNW";"5mph";"0mph";"28.85in";"0.0in";"LightSnow"
"2017-1-5";"6:30PM";"32F";"30F";"93%";"WNW";"8mph";"0mph";"28.85in";"0.0in";"LightSnow"
"2017-1-5";"7:00PM";"32F";"30F";"93%";"WNW";"7mph";"0mph";"28.87in";"0.0in";"LightSnow"
"2017-1-5";"7:30PM";"32F";"30F";"93%";"NW";"8mph";"24mph";"28.87in";"0.0in";"LightSnow"
"2017-1-5";"8:00PM";"32F";"30F";"93%";"WNW";"5mph";"0mph";"28.87in";"0.0in";"HeavySnow"
"2017-1-5";"8:30PM";"32F";"30F";"93%";"NW";"7mph";"0mph";"28.87in";"0.0in";"HeavySnow"
"2017-1-5";"9:00PM";"32F";"30F";"93%";"WNW";"3mph";"0mph";"28.90in";"0.0in";"Snow"
